,,,,,,,,,,,,,,,,,,,,,,,,,
Instrucciones de llenado,,,,,,,,,,,,,,,,,,,,,,,,,
"Favor de especificar línea por linea si su solución cumple o no cumple con el requerimiento, marcando con una ""X"" la columna D (""Si"") o la columna E (""No"") ",,,,,,,,,,,,,,,,,,,,,,,,,
dependiendo de si cumple o no cumple con requerimiento de la linea.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"En la columna C (""Dispositivo"") favor de seleccionar la opción que corresponda, dependiendo de si su solición es ""movil"", ""fija"" o ""movil y fijo"" para el requerimiento de cada linea",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1.0 Requerimientos Funcionales,,,,,,,,,,,,,,,,,,,,,,,,,
,,,¿Cumple con el requerimiento?,,,,,,,,,,,,,,,,,,,,,,
,,Deseable / Obligatorio ,Sí,No,"En caso de responder ""SI"", agregar soporte del cumplimiento","Especifique
Comente",,,,,,,,,,,,,,,,,,,
,Capacitación y entrenamiento ,,,,,,,,,,,,,,,,,,,,,,,,
,Escalabilidad y Personalización,,,,,,,,,,,,,,,,,,,,,,,,
1,"La plataforma permite diseñar rutas de aprendizaje por puesto y adaptarlas según perfiles, niveles y necesidades específicas?",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
2,Adptive Learning evaluación inicial de conocimientos que te asigne a un nivel de la ruta de aprendizaje,Deseable,,,,,,,,,,,,,,,,,,,,,,,
3,"Personalización del contenido según perfil del colaborador. Es posible adaptar que el colaborador seleccione si prefiere aprender con vídeos o con juegos o de acuerdo al comportamiento del aprendizaje (likes, etc.)",Deseable,,,,,,,,,,,,,,,,,,,,,,,
4,"La plataforma permite configurar rutas específicas por puesto (Líder, Encargado, Ayudante) con tiempos y certificaciones distintas según la evolución del rol?",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
5,Autogestión para creación de nuevo contenido. Generación de contenido por AI de forma más rápida y atunónoma,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
6,"Tiene bibliotecas de aprendizaje con contenido que pueda autoasignarse en colaborador (personalización de sugerencias, likes, etc)",Deseable,,,,,,,,,,,,,,,,,,,,,,,
7,La plataforma permite programar certificaciones y recertificaciones por nivel de expertise dentro de la ruta de aprendizaje?,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
8,"Accesibilidad. Posibilidad de cambiar idioma, subtítulos, lenguaje de señas, alto contraste y visual aids para personas con discapacidad auditiva o visual",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
9,"Permite asignación masiva de Cursos a más de 150,000 usuarios",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
10,Programación de cursos a fecha futura,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
,Interactividad y Engagement,,,,,,,,,,,,,,,,,,,,,,,,
11,"Asistente Virtual (explicación de herramientas, soporte dudas, búsqueda de información, etc)",deseable,,,,,,,,,,,,,,,,,,,,,,,
12,"Personalización de la Plataformas (colores OXXO, Logo, avatar, etc)",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
13,Integración de videos explicativos de explicación de herramientas a nuevos usuarios y actualización de herramienta,Deseable,,,,,,,,,,,,,,,,,,,,,,,
14,Tiene insignias digitales que representen las certificaciones de Nivel acreditado en la Ruta de Aprendizaje o terminancón de cursos?,Deseables,,,,,,,,,,,,,,,,,,,,,,,
15,Certificados digitales al finalizar el programa/ nivel/ curso que se defina,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
16,La plataforma permite convertir vídeos de larga duración (ya existentes) a microcapsulas de forma automática?,Deseable,,,,,,,,,,,,,,,,,,,,,,,
17,"Tiene una plataforma gamificada donde pueda ir asignando puntuación a cada colaborador para situarlo en una tabla de liderazgo (por colaborador, tienda, plaza, región)",Deseable,,,,,,,,,,,,,,,,,,,,,,,
18,Simulaciones interactivas tipo role-play con IA. Permite que el colaborador practique situaciones reales con avatares o asistentes virtuales que reaccionan dinámicamente.,Deseable,,,,,,,,,,,,,,,,,,,,,,,
19,Evaluaciones integradas con retroalimentación inmediata. Las evaluaciones dentro de los módulos de capacitación ofrecen resultados y sugerencias de mejora en tiempo real.,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
20,Función de autoplay para que los vídeos o capacitaciones se reproduzcan automaticamente,Deseable,,,,,,,,,,,,,,,,,,,,,,,
21,"Tiene elementos de refuerzo de capacitación? Es decir, que no tenga que tomar el curso completo sino solo las partes donde se identifica una oportunidad a mejorar o reforzar aprendizaje",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
22,"Incluye herramientas para evaluaciones, retroalimentación inmediata y certificaciones dentro de las rutas?",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
23,"¿Ofrece elementos interactivos (gamificación, simulaciones, microlearning) que fomenten el engagement?",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
24,Configuración de tiempo activado de cuenta sin clic,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
,Medición de Impacto y Analitica,,,,,,,,,,,,,,,,,,,,,,,,
25,"El sistema tiene trazabilidad de los cursos que ha realizado el colaborador?
(vista usuario y administrador)",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
26,"La plataforma tiene metatags para analizar qué cursos ven completos, cuáles son los más vistos, a qué botones le dan más clicks",Deseable,,,,,,,,,,,,,,,,,,,,,,,
27,Genera Evaluación por cursos (NPS) para monitorear experiencia,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
28,"Tiene evaluaciones de conocimiento, retención de conocimiento, certificaciones de aprendizaje?",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
29,"Cuenta con dashboards para monitorear avance por curso, programa, colaborador, tienda, región?",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
30,Puede coorrelacionar indicadores de capacitación con indicadores de negocio?,Deseable,,,,,,,,,,,,,,,,,,,,,,,
31,Permite crear reportes y dashboards de acuerdo a necesidades especificas del negocio?,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
32,"Permite generar reportes y correlaciones de inficadores para análisis sobre efectividad del aprendizaje (NPS, efecuso de contenido, trazabilidad)?",Deseable,,,,,,,,,,,,,,,,,,,,,,,
33,Administración de visibilidad de reportes y dashboard por roles o usuarios,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
34,Configuración predeterminada de reportes y programación de descargas,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
,Automatización y Eficiencia Operativa,,,,,,,,,,,,,,,,,,,,,,,,
35,El sistema tiene alertas o notificaciones de nuevos entrenamientos asignados o entrenamientos próximos a vencer?,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
36,"La plataforma automatiza procesos como asignación de cursos, alertas y notificaciones?",Deseable,,,,,,,,,,,,,,,,,,,,,,,
37,Automatiza la asignación de rutas completas y las alertas para recertificaciones periódicas según el calendario definido?,Deseable,,,,,,,,,,,,,,,,,,,,,,,
38,"Dispone de una consola centralizada para administración y seguimiento, accesible desde dispositivos móviles y web?",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
39,"Puede ejecutarse en celular, tablet y computadora? (Android y apple)",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
40,Tiene la opción de configurar los cursos por período (ej. duración 30 días) y programar su deshabilitación posterior a la fecha definida?,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
41,"Es posible configurar permisos de administrador por Región, Plaza, Tienda",Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
42,Configuración y generación de diplomas DC3 por colaborador con reglas establecidas por el negocio,Obligatorio,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Integración mi espacio (sin doble autentificación ni registro usuario),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
